FIPS Code,State/Area,Year,Month,Total Civilian Non-Institutional Population in State/Area,Total Civilian Labor Force in State/Area,Percent (%) of State/Area's Population,Total Employment in State/Area,Percent (%) of Labor Force Employed in State/Area,Total Unemployment in State/Area,Percent (%) of Labor Force Unemployed in State/Area
04,Arizona,1990,12,"2,806,652   ","1,791,288   ",63.8   ,"1,701,456   ",60.6   ,"89,832   ",5.0   
05,Arkansas,1990,12,"1,792,841   ","1,131,224   ",63.1   ,"1,048,655   ",58.5   ,"82,569   ",7.3   
06,California,1990,12,"22,669,225   ","15,124,184   ",66.7   ,"14,079,478   ",62.1   ,"1,044,706   ",6.9   
037,Los Angeles County,1990,12,"6,732,047   ","4,455,063   ",66.2   ,"4,152,463   ",61.7   ,"302,600   ",6.8   
08,Colorado,1990,12,"2,507,446   ","1,791,225   ",71.4   ,"1,700,553   ",67.8   ,"90,672   ",5.1   
09,Connecticut,1990,12,"2,575,314   ","1,824,181   ",70.8   ,"1,722,299   ",66.9   ,"101,882   ",5.6   
10,Delaware,1990,12,"515,821   ","361,432   ",70.1   ,"338,468   ",65.6   ,"22,964   ",6.4   
11,District of Columbia,1990,12,"485,198   ","325,747   ",67.1   ,"303,539   ",62.6   ,"22,208   ",6.8   
12,Florida,1990,12,"10,347,080   ","6,513,933   ",63.0   ,"6,066,685   ",58.6   ,"447,248   ",6.9   
13,Georgia,1990,12,"4,919,560   ","3,303,576   ",67.2   ,"3,115,600   ",63.3   ,"187,976   ",5.7   
15,Hawaii,1990,12,"818,136   ","556,451   ",68.0   ,"542,512   ",66.3   ,"13,939   ",2.5   
16,Idaho,1990,12,"737,971   ","498,084   ",67.5   ,"467,464   ",63.3   ,"30,620   ",6.1   
17,Illinois,1990,12,"8,734,680   ","5,933,263   ",67.9   ,"5,549,542   ",63.5   ,"383,721   ",6.5   
18,Indiana,1990,12,"4,218,665   ","2,805,125   ",66.5   ,"2,649,106   ",62.8   ,"156,019   ",5.6   
19,Iowa,1990,12,"2,096,826   ","1,465,428   ",69.9   ,"1,396,273   ",66.6   ,"69,155   ",4.7   
20,Kansas,1990,12,"1,828,962   ","1,278,744   ",69.9   ,"1,218,439   ",66.6   ,"60,305   ",4.7   
21,Kentucky,1990,12,"2,815,433   ","1,756,200   ",62.4   ,"1,636,118   ",58.1   ,"120,082   ",6.8   
22,Louisiana,1990,12,"3,091,158   ","1,879,101   ",60.8   ,"1,747,384   ",56.5   ,"131,717   ",7.0   
23,Maine,1990,12,"943,615   ","638,659   ",67.7   ,"592,531   ",62.8   ,"46,128   ",7.2   
24,Maryland,1990,12,"3,703,735   ","2,598,538   ",70.2   ,"2,459,174   ",66.4   ,"139,364   ",5.4   
25,Massachusetts,1990,12,"4,711,433   ","3,206,229   ",68.1   ,"2,955,765   ",62.7   ,"250,464   ",7.8   
26,Michigan,1990,12,"7,044,544   ","4,594,611   ",65.2   ,"4,207,785   ",59.7   ,"386,826   ",8.4   
27,Minnesota,1990,12,"3,289,028   ","2,411,093   ",73.3   ,"2,288,814   ",69.6   ,"122,279   ",5.1   
28,Mississippi,1990,12,"1,908,974   ","1,185,013   ",62.1   ,"1,087,763   ",57.0   ,"97,250   ",8.2   
29,Missouri,1990,12,"3,878,583   ","2,639,987   ",68.1   ,"2,463,133   ",63.5   ,"176,854   ",6.7   
30,Montana,1990,12,"597,627   ","400,082   ",66.9   ,"372,841   ",62.4   ,"27,241   ",6.8   
31,Nebraska,1990,12,"1,167,838   ","824,627   ",70.6   ,"804,575   ",68.9   ,"20,052   ",2.4   
32,Nevada,1990,12,"963,806   ","683,292   ",70.9   ,"646,221   ",67.0   ,"37,071   ",5.4   
33,New Hampshire,1990,12,"850,068   ","623,007   ",73.3   ,"584,928   ",68.8   ,"38,079   ",6.1   
34,New Jersey,1990,12,"6,066,635   ","4,062,177   ",67.0   ,"3,816,593   ",62.9   ,"245,584   ",6.0   
35,New Mexico,1990,12,"1,126,426   ","717,134   ",63.7   ,"665,360   ",59.1   ,"51,774   ",7.2   
36,New York,1990,12,"14,102,978   ","8,780,645   ",62.3   ,"8,240,573   ",58.4   ,"540,072   ",6.2   
51000,New York city,1990,12,"5,857,045   ","3,298,890   ",56.3   ,"3,048,268   ",52.0   ,"250,622   ",7.6   
37,North Carolina,1990,12,"5,141,563   ","3,496,035   ",68.0   ,"3,310,790   ",64.4   ,"185,245   ",5.3   
38,North Dakota,1990,12,"464,794   ","316,553   ",68.1   ,"303,261   ",65.2   ,"13,292   ",4.2   
39,Ohio,1990,12,"8,273,255   ","5,431,333   ",65.6   ,"5,091,791   ",61.5   ,"339,542   ",6.3   
40,Oklahoma,1990,12,"2,353,081   ","1,513,189   ",64.3   ,"1,421,858   ",60.4   ,"91,331   ",6.0   
41,Oregon,1990,12,"2,214,136   ","1,504,478   ",67.9   ,"1,418,451   ",64.1   ,"86,027   ",5.7   
42,Pennsylvania,1990,12,"9,237,419   ","5,813,840   ",62.9   ,"5,445,588   ",59.0   ,"368,252   ",6.3   
44,Rhode Island,1990,12,"778,640   ","523,277   ",67.2   ,"486,051   ",62.4   ,"37,226   ",7.1   
45,South Carolina,1990,12,"2,638,501   ","1,743,993   ",66.1   ,"1,649,498   ",62.5   ,"94,495   ",5.4   
46,South Dakota,1990,12,"502,993   ","351,872   ",70.0   ,"339,290   ",67.5   ,"12,582   ",3.6   
47,Tennessee,1990,12,"3,793,896   ","2,407,070   ",63.4   ,"2,258,788   ",59.5   ,"148,282   ",6.2   
48,Texas,1990,12,"12,686,230   ","8,691,540   ",68.5   ,"8,111,037   ",63.9   ,"580,503   ",6.7   
49,Utah,1990,12,"1,179,238   ","831,442   ",70.5   ,"794,097   ",67.3   ,"37,345   ",4.5   
50,Vermont,1990,12,"431,347   ","306,093   ",71.0   ,"287,976   ",66.8   ,"18,117   ",5.9   
51,Virginia,1990,12,"4,682,318   ","3,274,076   ",69.9   ,"3,096,723   ",66.1   ,"177,353   ",5.4   
53,Washington,1990,12,"3,709,780   ","2,533,507   ",68.3   ,"2,392,507   ",64.5   ,"141,000   ",5.6   
54,West Virginia,1990,12,"1,404,616   ","769,907   ",54.8   ,"694,122   ",49.4   ,"75,785   ",9.8   
55,Wisconsin,1990,12,"3,695,387   ","2,619,430   ",70.9   ,"2,484,450   ",67.2   ,"134,980   ",5.2   
56,Wyoming,1990,12,"331,206   ","234,332   ",70.8   ,"222,145   ",67.1   ,"12,187   ",5.2   
01,Alabama,1991,01,"3,099,555   ","1,913,853   ",61.7   ,"1,778,320   ",57.4   ,"135,533   ",7.1   
02,Alaska,1991,01,"375,732   ","274,542   ",73.1   ,"253,775   ",67.5   ,"20,767   ",7.6   
04,Arizona,1991,01,"2,813,364   ","1,789,328   ",63.6   ,"1,700,907   ",60.5   ,"88,421   ",4.9   
05,Arkansas,1991,01,"1,794,244   ","1,131,622   ",63.1   ,"1,048,116   ",58.4   ,"83,506   ",7.4   
06,California,1991,01,"22,684,328   ","15,121,026   ",66.7   ,"14,038,476   ",61.9   ,"1,082,550   ",7.2   
037,Los Angeles County,1991,01,"6,731,334   ","4,449,009   ",66.1   ,"4,136,221   ",61.4   ,"312,788   ",7.0   
08,Colorado,1991,01,"2,512,397   ","1,792,856   ",71.4   ,"1,701,840   ",67.7   ,"91,016   ",5.1   
09,Connecticut,1991,01,"2,574,755   ","1,826,178   ",70.9   ,"1,721,192   ",66.8   ,"104,986   ",5.7   
10,Delaware,1991,01,"516,888   ","361,592   ",70.0   ,"338,319   ",65.5   ,"23,273   ",6.4   
11,District of Columbia,1991,01,"484,547   ","324,731   ",67.0   ,"302,212   ",62.4   ,"22,519   ",6.9   
12,Florida,1991,01,"10,369,227   ","6,508,304   ",62.8   ,"6,052,219   ",58.4   ,"456,085   ",7.0   
13,Georgia,1991,01,"4,928,517   ","3,304,802   ",67.1   ,"3,116,781   ",63.2   ,"188,021   ",5.7   
15,Hawaii,1991,01,"819,226   ","557,806   ",68.1   ,"543,780   ",66.4   ,"14,026   ",2.5   
16,Idaho,1991,01,"739,968   ","500,195   ",67.6   ,"468,623   ",63.3   ,"31,572   ",6.3   
17,Illinois,1991,01,"8,739,807   ","5,932,900   ",67.9   ,"5,547,499   ",63.5   ,"385,401   ",6.5   
18,Indiana,1991,01,"4,222,219   ","2,805,568   ",66.4   ,"2,644,305   ",62.6   ,"161,263   ",5.7   
19,Iowa,1991,01,"2,098,143   ","1,466,732   ",69.9   ,"1,396,605   ",66.6   ,"70,127   ",4.8   
20,Kansas,1991,01,"1,828,958   ","1,279,858   ",70.0   ,"1,219,069   ",66.7   ,"60,789   ",4.7   
21,Kentucky,1991,01,"2,817,468   ","1,758,769   ",62.4   ,"1,634,521   ",58.0   ,"124,248   ",7.1   
22,Louisiana,1991,01,"3,092,170   ","1,883,121   ",60.9   ,"1,749,406   ",56.6   ,"133,715   ",7.1   
23,Maine,1991,01,"943,582   ","641,729   ",68.0   ,"592,134   ",62.8   ,"49,595   ",7.7   
24,Maryland,1991,01,"3,705,545   ","2,601,061   ",70.2   ,"2,458,262   ",66.3   ,"142,799   ",5.5   
25,Massachusetts,1991,01,"4,708,382   ","3,195,369   ",67.9   ,"2,936,298   ",62.4   ,"259,071   ",8.1   
26,Michigan,1991,01,"7,049,258   ","4,597,334   ",65.2   ,"4,194,629   ",59.5   ,"402,705   ",8.8   
27,Minnesota,1991,01,"3,291,695   ","2,412,719   ",73.3   ,"2,288,929   ",69.5   ,"123,790   ",5.1   
28,Mississippi,1991,01,"1,910,052   ","1,187,567   ",62.2   ,"1,088,215   ",57.0   ,"99,352   ",8.4   
29,Missouri,1991,01,"3,881,127   ","2,644,028   ",68.1   ,"2,464,677   ",63.5   ,"179,351   ",6.8   
30,Montana,1991,01,"598,596   ","400,458   ",66.9   ,"372,547   ",62.2   ,"27,911   ",7.0   
31,Nebraska,1991,01,"1,169,074   ","826,765   ",70.7   ,"806,327   ",69.0   ,"20,438   ",2.5   
32,Nevada,1991,01,"969,703   ","685,843   ",70.7   ,"647,928   ",66.8   ,"37,915   ",5.5   
33,New Hampshire,1991,01,"849,156   ","622,418   ",73.3   ,"583,396   ",68.7   ,"39,022   ",6.3   
34,New Jersey,1991,01,"6,068,766   ","4,058,996   ",66.9   ,"3,805,788   ",62.7   ,"253,208   ",6.2   
35,New Mexico,1991,01,"1,128,626   ","718,260   ",63.6   ,"665,438   ",59.0   ,"52,822   ",7.4   
36,New York,1991,01,"14,101,966   ","8,779,291   ",62.3   ,"8,214,562   ",58.3   ,"564,729   ",6.4   
51000,New York city,1991,01,"5,855,909   ","3,297,204   ",56.3   ,"3,039,322   ",51.9   ,"257,882   ",7.8   
37,North Carolina,1991,01,"5,149,929   ","3,502,662   ",68.0   ,"3,308,449   ",64.2   ,"194,213   ",5.5   
38,North Dakota,1991,01,"464,859   ","316,725   ",68.1   ,"303,303   ",65.2   ,"13,422   ",4.2   
39,Ohio,1991,01,"8,277,193   ","5,434,204   ",65.7   ,"5,082,206   ",61.4   ,"351,998   ",6.5   
40,Oklahoma,1991,01,"2,355,252   ","1,512,203   ",64.2   ,"1,420,103   ",60.3   ,"92,100   ",6.1   
41,Oregon,1991,01,"2,219,396   ","1,503,227   ",67.7   ,"1,417,178   ",63.9   ,"86,049   ",5.7   
42,Pennsylvania,1991,01,"9,240,945   ","5,818,947   ",63.0   ,"5,437,595   ",58.8   ,"381,352   ",6.6   
44,Rhode Island,1991,01,"779,107   ","523,874   ",67.2   ,"485,132   ",62.3   ,"38,742   ",7.4   
45,South Carolina,1991,01,"2,642,457   ","1,746,677   ",66.1   ,"1,649,559   ",62.4   ,"97,118   ",5.6   
46,South Dakota,1991,01,"503,075   ","352,498   ",70.1   ,"339,904   ",67.6   ,"12,594   ",3.6   
47,Tennessee,1991,01,"3,798,468   ","2,409,639   ",63.4   ,"2,256,203   ",59.4   ,"153,436   ",6.4   
48,Texas,1991,01,"12,704,739   ","8,704,487   ",68.5   ,"8,116,691   ",63.9   ,"587,796   ",6.8   
49,Utah,1991,01,"1,182,672   ","833,891   ",70.5   ,"795,811   ",67.3   ,"38,080   ",4.6   
50,Vermont,1991,01,"431,377   ","306,484   ",71.0   ,"287,531   ",66.7   ,"18,953   ",6.2   
51,Virginia,1991,01,"4,686,331   ","3,282,819   ",70.1   ,"3,098,467   ",66.1   ,"184,352   ",5.6   
53,Washington,1991,01,"3,718,011   ","2,537,146   ",68.2   ,"2,391,320   ",64.3   ,"145,826   ",5.7   
54,West Virginia,1991,01,"1,405,501   ","771,500   ",54.9   ,"694,119   ",49.4   ,"77,381   ",10.0   
55,Wisconsin,1991,01,"3,698,835   ","2,622,343   ",70.9   ,"2,482,420   ",67.1   ,"139,923   ",5.3   
56,Wyoming,1991,01,"331,222   ","234,418   ",70.8   ,"222,251   ",67.1   ,"12,167   ",5.2   
01,Alabama,1991,02,"3,101,368   ","1,916,407   ",61.8   ,"1,779,904   ",57.4   ,"136,503   ",7.1   
02,Alaska,1991,02,"376,710   ","275,057   ",73.0   ,"253,837   ",67.4   ,"21,220   ",7.7   
04,Arizona,1991,02,"2,820,075   ","1,788,809   ",63.4   ,"1,700,879   ",60.3   ,"87,930   ",4.9   
05,Arkansas,1991,02,"1,795,646   ","1,131,921   ",63.0   ,"1,047,672   ",58.3   ,"84,249   ",7.4   
06,California,1991,02,"22,696,431   ","15,121,318   ",66.6   ,"14,003,756   ",61.7   ,"1,117,562   ",7.4   
037,Los Angeles County,1991,02,"6,729,321   ","4,446,803   ",66.1   ,"4,122,945   ",61.3   ,"323,858   ",7.3   
08,Colorado,1991,02,"2,517,347   ","1,794,884   ",71.3   ,"1,703,131   ",67.7   ,"91,753   ",5.1   
09,Connecticut,1991,02,"2,573,195   ","1,828,619   ",71.1   ,"1,720,337   ",66.9   ,"108,282   ",5.9   
10,Delaware,1991,02,"517,956   ","361,917   ",69.9   ,"338,430   ",65.3   ,"23,487   ",6.5   
11,District of Columbia,1991,02,"482,895   ","323,819   ",67.1   ,"300,906   ",62.3   ,"22,913   ",7.1   
12,Florida,1991,02,"10,390,374   ","6,505,481   ",62.6   ,"6,039,634   ",58.1   ,"465,847   ",7.2   
13,Georgia,1991,02,"4,936,474   ","3,307,053   ",67.0   ,"3,119,684   ",63.2   ,"187,369   ",5.7   
15,Hawaii,1991,02,"820,315   ","559,015   ",68.1   ,"544,845   ",66.4   ,"14,170   ",2.5   
16,Idaho,1991,02,"741,965   ","502,251   ",67.7   ,"469,983   ",63.3   ,"32,268   ",6.4   
17,Illinois,1991,02,"8,742,934   ","5,931,710   ",67.8   ,"5,542,024   ",63.4   ,"389,686   ",6.6   
18,Indiana,1991,02,"4,224,773   ","2,805,853   ",66.4   ,"2,640,567   ",62.5   ,"165,286   ",5.9   
19,Iowa,1991,02,"2,098,461   ","1,468,927   ",70.0   ,"1,398,067   ",66.6   ,"70,860   ",4.8   
20,Kansas,1991,02,"1,828,952   ","1,280,991   ",70.0   ,"1,220,013   ",66.7   ,"60,978   ",4.8   
21,Kentucky,1991,02,"2,818,503   ","1,761,679   ",62.5   ,"1,633,989   ",58.0   ,"127,690   ",7.2   
22,Louisiana,1991,02,"3,092,182   ","1,887,121   ",61.0   ,"1,751,479   ",56.6   ,"135,642   ",7.2   
23,Maine,1991,02,"943,550   ","643,840   ",68.2   ,"591,481   ",62.7   ,"52,359   ",8.1   
24,Maryland,1991,02,"3,708,353   ","2,604,609   ",70.2   ,"2,458,939   ",66.3   ,"145,670   ",5.6   
25,Massachusetts,1991,02,"4,704,331   ","3,187,530   ",67.8   ,"2,920,109   ",62.1   ,"267,421   ",8.4   
26,Michigan,1991,02,"7,052,971   ","4,602,004   ",65.2   ,"4,183,396   ",59.3   ,"418,608   ",9.1   
27,Minnesota,1991,02,"3,294,362   ","2,414,526   ",73.3   ,"2,289,265   ",69.5   ,"125,261   ",5.2   
28,Mississippi,1991,02,"1,910,130   ","1,189,714   ",62.3   ,"1,088,460   ",57.0   ,"101,254   ",8.5   
29,Missouri,1991,02,"3,882,672   ","2,647,719   ",68.2   ,"2,466,577   ",63.5   ,"181,142   ",6.8   
30,Montana,1991,02,"599,566   ","400,618   ",66.8   ,"372,218   ",62.1   ,"28,400   ",7.1   
31,Nebraska,1991,02,"1,169,310   ","828,733   ",70.9   ,"807,813   ",69.1   ,"20,920   ",2.5   
32,Nevada,1991,02,"974,599   ","688,515   ",70.6   ,"649,859   ",66.7   ,"38,656   ",5.6   
33,New Hampshire,1991,02,"849,244   ","621,920   ",73.2   ,"582,017   ",68.5   ,"39,903   ",6.4   
34,New Jersey,1991,02,"6,068,897   ","4,057,403   ",66.9   ,"3,797,772   ",62.6   ,"259,631   ",6.4   
35,New Mexico,1991,02,"1,129,827   ","719,399   ",63.7   ,"665,758   ",58.9   ,"53,641   ",7.5   
36,New York,1991,02,"14,098,955   ","8,766,481   ",62.2   ,"8,175,975   ",58.0   ,"590,506   ",6.7   
51000,New York city,1991,02,"5,853,573   ","3,280,212   ",56.0   ,"3,013,561   ",51.5   ,"266,651   ",8.1   
37,North Carolina,1991,02,"5,157,294   ","3,508,183   ",68.0   ,"3,306,599   ",64.1   ,"201,584   ",5.7   
38,North Dakota,1991,02,"463,925   ","316,875   ",68.3   ,"303,231   ",65.4   ,"13,644   ",4.3   
39,Ohio,1991,02,"8,280,132   ","5,434,770   ",65.6   ,"5,072,851   ",61.3   ,"361,919   ",6.7   
40,Oklahoma,1991,02,"2,355,424   ","1,511,127   ",64.2   ,"1,418,908   ",60.2   ,"92,219   ",6.1   
41,Oregon,1991,02,"2,223,656   ","1,503,258   ",67.6   ,"1,416,805   ",63.7   ,"86,453   ",5.8   
42,Pennsylvania,1991,02,"9,242,471   ","5,824,267   ",63.0   ,"5,431,077   ",58.8   ,"393,190   ",6.8   
44,Rhode Island,1991,02,"779,576   ","524,293   ",67.3   ,"484,142   ",62.1   ,"40,151   ",7.7   
45,South Carolina,1991,02,"2,646,413   ","1,749,762   ",66.1   ,"1,650,086   ",62.4   ,"99,676   ",5.7   
46,South Dakota,1991,02,"503,157   ","353,212   ",70.2   ,"340,566   ",67.7   ,"12,646   ",3.6   
47,Tennessee,1991,02,"3,802,040   ","2,412,288   ",63.4   ,"2,254,469   ",59.3   ,"157,819   ",6.5   
48,Texas,1991,02,"12,721,246   ","8,717,686   ",68.5   ,"8,123,384   ",63.9   ,"594,302   ",6.8   
49,Utah,1991,02,"1,186,107   ","836,626   ",70.5   ,"797,820   ",67.3   ,"38,806   ",4.6   
50,Vermont,1991,02,"431,406   ","306,910   ",71.1   ,"287,185   ",66.6   ,"19,725   ",6.4   
51,Virginia,1991,02,"4,690,345   ","3,291,340   ",70.2   ,"3,101,341   ",66.1   ,"189,999   ",5.8   
53,Washington,1991,02,"3,725,241   ","2,540,841   ",68.2   ,"2,391,090   ",64.2   ,"149,751   ",5.9   
54,West Virginia,1991,02,"1,406,387   ","772,933   ",55.0   ,"694,109   ",49.4   ,"78,824   ",10.2   
55,Wisconsin,1991,02,"3,702,284   ","2,625,339   ",70.9   ,"2,480,520   ",67.0   ,"144,819   ",5.5   
56,Wyoming,1991,02,"331,239   ","234,523   ",70.8   ,"222,424   ",67.1   ,"12,099   ",5.2   
01,Alabama,1991,03,"3,104,180   ","1,918,937   ",61.8   ,"1,781,238   ",57.4   ,"137,699   ",7.2   
02,Alaska,1991,03,"377,689   ","275,600   ",73.0   ,"253,893   ",67.2   ,"21,707   ",7.9   
04,Arizona,1991,03,"2,826,794   ","1,790,035   ",63.3   ,"1,701,363   ",60.2   ,"88,672   ",5.0   
05,Arkansas,1991,03,"1,797,050   ","1,132,123   ",63.0   ,"1,047,489   ",58.3   ,"84,634   ",7.5   
06,California,1991,03,"22,708,534   ","15,121,517   ",66.6   ,"13,975,292   ",61.5   ,"1,146,225   ",7.6   
037,Los Angeles County,1991,03,"6,727,500   ","4,447,180   ",66.1   ,"4,112,351   ",61.1   ,"334,829   ",7.5   
08,Colorado,1991,03,"2,522,301   ","1,797,136   ",71.2   ,"1,704,588   ",67.6   ,"92,548   ",5.1   
09,Connecticut,1991,03,"2,572,638   ","1,830,664   ",71.2   ,"1,719,152   ",66.8   ,"111,512   ",6.1   
10,Delaware,1991,03,"518,024   ","361,961   ",69.9   ,"338,683   ",65.4   ,"23,278   ",6.4   
11,District of Columbia,1991,03,"482,245   ","323,112   ",67.0   ,"299,735   ",62.2   ,"23,377   ",7.2   
12,Florida,1991,03,"10,410,539   ","6,505,945   ",62.5   ,"6,030,193   ",57.9   ,"475,752   ",7.3   
13,Georgia,1991,03,"4,944,436   ","3,309,177   ",66.9   ,"3,123,622   ",63.2   ,"185,555   ",5.6   
15,Hawaii,1991,03,"821,408   ","560,090   ",68.2   ,"545,739   ",66.4   ,"14,351   ",2.6   
16,Idaho,1991,03,"743,962   ","504,150   ",67.8   ,"471,575   ",63.4   ,"32,575   ",6.5   
17,Illinois,1991,03,"8,746,073   ","5,929,378   ",67.8   ,"5,533,572   ",63.3   ,"395,806   ",6.7   
18,Indiana,1991,03,"4,228,328   ","2,805,321   ",66.3   ,"2,638,259   ",62.4   ,"167,062   ",6.0   
19,Iowa,1991,03,"2,098,780   ","1,471,692   ",70.1   ,"1,400,575   ",66.7   ,"71,117   ",4.8   
20,Kansas,1991,03,"1,829,949   ","1,281,916   ",70.1   ,"1,221,132   ",66.7   ,"60,784   ",4.7   
21,Kentucky,1991,03,"2,820,539   ","1,763,862   ",62.5   ,"1,633,865   ",57.9   ,"129,997   ",7.4   
22,Louisiana,1991,03,"3,092,195   ","1,890,794   ",61.1   ,"1,753,423   ",56.7   ,"137,371   ",7.3   
23,Maine,1991,03,"943,517   ","644,467   ",68.3   ,"590,597   ",62.6   ,"53,870   ",8.4   
24,Maryland,1991,03,"3,710,165   ","2,608,202   ",70.3   ,"2,460,549   ",66.3   ,"147,653   ",5.7   
25,Massachusetts,1991,03,"4,701,284   ","3,182,530   ",67.7   ,"2,907,654   ",61.8   ,"274,876   ",8.6   
26,Michigan,1991,03,"7,055,683   ","4,604,459   ",65.3   ,"4,173,846   ",59.2   ,"430,613   ",9.4   
27,Minnesota,1991,03,"3,297,030   ","2,416,447   ",73.3   ,"2,290,225   ",69.5   ,"126,222   ",5.2   
28,Mississippi,1991,03,"1,911,211   ","1,190,834   ",62.3   ,"1,088,244   ",56.9   ,"102,590   ",8.6   
29,Missouri,1991,03,"3,884,220   ","2,650,152   ",68.2   ,"2,468,386   ",63.5   ,"181,766   ",6.9   
30,Montana,1991,03,"599,535   ","400,602   ",66.8   ,"371,979   ",62.0   ,"28,623   ",7.1   
31,Nebraska,1991,03,"1,170,546   ","830,270   ",70.9   ,"808,904   ",69.1   ,"21,366   ",2.6   
32,Nevada,1991,03,"980,496   ","691,174   ",70.5   ,"651,910   ",66.5   ,"39,264   ",5.7   
33,New Hampshire,1991,03,"848,334   ","621,448   ",73.3   ,"580,775   ",68.5   ,"40,673   ",6.5   
34,New Jersey,1991,03,"6,069,034   ","4,057,402   ",66.9   ,"3,792,957   ",62.5   ,"264,445   ",6.5   
35,New Mexico,1991,03,"1,132,029   ","720,444   ",63.6   ,"666,368   ",58.9   ,"54,076   ",7.5   
36,New York,1991,03,"14,095,953   ","8,776,635   ",62.3   ,"8,162,323   ",57.9   ,"614,312   ",7.0   
51000,New York city,1991,03,"5,851,543   ","3,285,910   ",56.2   ,"3,009,858   ",51.4   ,"276,052   ",8.4   
37,North Carolina,1991,03,"5,164,671   ","3,512,694   ",68.0   ,"3,305,742   ",64.0   ,"206,952   ",5.9   
38,North Dakota,1991,03,"463,991   ","316,903   ",68.3   ,"303,013   ",65.3   ,"13,890   ",4.4   
39,Ohio,1991,03,"8,282,070   ","5,432,927   ",65.6   ,"5,065,631   ",61.2   ,"367,296   ",6.8   
40,Oklahoma,1991,03,"2,356,598   ","1,509,772   ",64.1   ,"1,417,970   ",60.2   ,"91,802   ",6.1   
41,Oregon,1991,03,"2,227,917   ","1,504,504   ",67.5   ,"1,417,347   ",63.6   ,"87,157   ",5.8   
42,Pennsylvania,1991,03,"9,244,005   ","5,828,624   ",63.1   ,"5,426,588   ",58.7   ,"402,036   ",6.9   
44,Rhode Island,1991,03,"779,046   ","524,289   ",67.3   ,"483,037   ",62.0   ,"41,252   ",7.9   
45,South Carolina,1991,03,"2,650,369   ","1,752,658   ",66.1   ,"1,650,794   ",62.3   ,"101,864   ",5.8   
46,South Dakota,1991,03,"504,239   ","353,913   ",70.2   ,"341,204   ",67.7   ,"12,709   ",3.6   
47,Tennessee,1991,03,"3,805,614   ","2,414,449   ",63.4   ,"2,253,552   ",59.2   ,"160,897   ",6.7   
48,Texas,1991,03,"12,737,763   ","8,730,014   ",68.5   ,"8,131,149   ",63.8   ,"598,865   ",6.9   
49,Utah,1991,03,"1,188,542   ","839,427   ",70.6   ,"800,001   ",67.3   ,"39,426   ",4.7   
50,Vermont,1991,03,"431,436   ","307,272   ",71.2   ,"286,954   ",66.5   ,"20,318   ",6.6   
51,Virginia,1991,03,"4,694,370   ","3,298,516   ",70.3   ,"3,104,992   ",66.1   ,"193,524   ",5.9   
53,Washington,1991,03,"3,733,472   ","2,544,008   ",68.1   ,"2,391,695   ",64.1   ,"152,313   ",6.0   
54,West Virginia,1991,03,"1,406,272   ","774,068   ",55.0   ,"693,980   ",49.3   ,"80,088   ",10.3   
55,Wisconsin,1991,03,"3,705,732   ","2,627,245   ",70.9   ,"2,479,633   ",66.9   ,"147,612   ",5.6   
56,Wyoming,1991,03,"332,256   ","234,594   ",70.6   ,"222,637   ",67.0   ,"11,957   ",5.1   
01,Alabama,1991,04,"3,106,993   ","1,920,890   ",61.8   ,"1,782,110   ",57.4   ,"138,780   ",7.2   
02,Alaska,1991,04,"378,666   ","276,178   ",72.9   ,"254,026   ",67.1   ,"22,152   ",8.0   
04,Arizona,1991,04,"2,833,505   ","1,792,832   ",63.3   ,"1,701,983   ",60.1   ,"90,849   ",5.1   
05,Arkansas,1991,04,"1,798,451   ","1,132,239   ",63.0   ,"1,047,684   ",58.3   ,"84,555   ",7.5   
06,California,1991,04,"22,723,637   ","15,119,581   ",66.5   ,"13,953,326   ",61.4   ,"1,166,255   ",7.7   
037,Los Angeles County,1991,04,"6,726,588   ","4,448,430   ",66.1   ,"4,103,880   ",61.0   ,"344,550   ",7.7   
08,Colorado,1991,04,"2,527,251   ","1,799,256   ",71.2   ,"1,706,129   ",67.5   ,"93,127   ",5.2   
09,Connecticut,1991,04,"2,572,078   ","1,831,750   ",71.2   ,"1,717,343   ",66.8   ,"114,407   ",6.2   
10,Delaware,1991,04,"519,091   ","361,663   ",69.7   ,"338,851   ",65.3   ,"22,812   ",6.3   
11,District of Columbia,1991,04,"481,594   ","322,692   ",67.0   ,"298,826   ",62.0   ,"23,866   ",7.4   
12,Florida,1991,04,"10,432,684   ","6,509,472   ",62.4   ,"6,024,724   ",57.7   ,"484,748   ",7.4   
13,Georgia,1991,04,"4,952,392   ","3,310,480   ",66.8   ,"3,128,118   ",63.2   ,"182,362   ",5.5   
15,Hawaii,1991,04,"822,499   ","561,086   ",68.2   ,"546,512   ",66.4   ,"14,574   ",2.6   
16,Idaho,1991,04,"746,959   ","505,857   ",67.7   ,"473,297   ",63.4   ,"32,560   ",6.4   
17,Illinois,1991,04,"8,751,199   ","5,926,369   ",67.7   ,"5,523,924   ",63.1   ,"402,445   ",6.8   
18,Indiana,1991,04,"4,231,882   ","2,803,523   ",66.2   ,"2,637,507   ",62.3   ,"166,016   ",5.9   
19,Iowa,1991,04,"2,100,098   ","1,474,724   ",70.2   ,"1,403,885   ",66.8   ,"70,839   ",4.8   
20,Kansas,1991,04,"1,829,944   ","1,282,339   ",70.1   ,"1,222,198   ",66.8   ,"60,141   ",4.7   
