FIPS Code,State/Area,Year,Month,Total Civilian Non-Institutional Population in State/Area,Total Civilian Labor Force in State/Area,Percent (%) of State/Area's Population,Total Employment in State/Area,Percent (%) of Labor Force Employed in State/Area,Total Unemployment in State/Area,Percent (%) of Labor Force Unemployed in State/Area
54,West Virginia,1990,03,"1,392,624   ","766,175   ",55.0   ,"705,170   ",50.6   ,"61,005   ",8.0   
55,Wisconsin,1990,03,"3,669,545   ","2,591,040   ",70.6   ,"2,485,200   ",67.7   ,"105,840   ",4.1   
56,Wyoming,1990,03,"328,979   ","237,632   ",72.2   ,"225,369   ",68.5   ,"12,263   ",5.2   
01,Alabama,1990,04,"3,060,000   ","1,910,872   ",62.4   ,"1,783,238   ",58.3   ,"127,634   ",6.7   
02,Alaska,1990,04,"371,000   ","269,066   ",72.5   ,"249,746   ",67.3   ,"19,320   ",7.2   
04,Arizona,1990,04,"2,764,000   ","1,779,887   ",64.4   ,"1,683,981   ",60.9   ,"95,906   ",5.4   
05,Arkansas,1990,04,"1,774,000   ","1,129,115   ",63.6   ,"1,053,985   ",59.4   ,"75,130   ",6.7   
06,California,1990,04,"22,577,000   ","15,169,764   ",67.2   ,"14,369,259   ",63.6   ,"800,505   ",5.3   
037,Los Angeles County,1990,04,"6,770,100   ","4,540,154   ",67.1   ,"4,288,100   ",63.3   ,"252,054   ",5.6   
08,Colorado,1990,04,"2,482,000   ","1,760,121   ",70.9   ,"1,670,180   ",67.3   ,"89,941   ",5.1   
09,Connecticut,1990,04,"2,571,000   ","1,815,137   ",70.6   ,"1,731,317   ",67.3   ,"83,820   ",4.6   
10,Delaware,1990,04,"510,000   ","359,162   ",70.4   ,"346,602   ",68.0   ,"12,560   ",3.5   
11,District of Columbia,1990,04,"484,000   ","336,660   ",69.6   ,"318,319   ",65.8   ,"18,341   ",5.4   
12,Florida,1990,04,"10,226,000   ","6,467,740   ",63.2   ,"6,084,521   ",59.5   ,"383,219   ",5.9   
13,Georgia,1990,04,"4,851,000   ","3,280,853   ",67.6   ,"3,112,776   ",64.2   ,"168,077   ",5.1   
15,Hawaii,1990,04,"804,000   ","546,897   ",68.0   ,"532,168   ",66.2   ,"14,729   ",2.7   
16,Idaho,1990,04,"725,000   ","494,015   ",68.1   ,"467,229   ",64.4   ,"26,786   ",5.4   
17,Illinois,1990,04,"8,666,000   ","5,922,268   ",68.3   ,"5,561,919   ",64.2   ,"360,349   ",6.1   
18,Indiana,1990,04,"4,161,000   ","2,811,243   ",67.6   ,"2,670,585   ",64.2   ,"140,658   ",5.0   
19,Iowa,1990,04,"2,084,000   ","1,445,850   ",69.4   ,"1,383,037   ",66.4   ,"62,813   ",4.3   
20,Kansas,1990,04,"1,821,000   ","1,267,363   ",69.6   ,"1,216,101   ",66.8   ,"51,262   ",4.0   
21,Kentucky,1990,04,"2,789,000   ","1,754,246   ",62.9   ,"1,653,927   ",59.3   ,"100,319   ",5.7   
22,Louisiana,1990,04,"3,061,000   ","1,856,352   ",60.6   ,"1,748,984   ",57.1   ,"107,368   ",5.8   
23,Maine,1990,04,"937,000   ","631,243   ",67.4   ,"602,244   ",64.3   ,"28,999   ",4.6   
24,Maryland,1990,04,"3,686,000   ","2,567,353   ",69.7   ,"2,470,826   ",67.0   ,"96,527   ",3.8   
25,Massachusetts,1990,04,"4,710,000   ","3,239,596   ",68.8   ,"3,052,416   ",64.8   ,"187,180   ",5.8   
26,Michigan,1990,04,"7,001,000   ","4,621,206   ",66.0   ,"4,278,850   ",61.1   ,"342,356   ",7.4   
27,Minnesota,1990,04,"3,262,000   ","2,386,493   ",73.2   ,"2,277,786   ",69.8   ,"108,707   ",4.6   
28,Mississippi,1990,04,"1,885,000   ","1,176,984   ",62.4   ,"1,091,266   ",57.9   ,"85,718   ",7.3   
29,Missouri,1990,04,"3,851,000   ","2,594,346   ",67.4   ,"2,451,873   ",63.7   ,"142,473   ",5.5   
30,Montana,1990,04,"595,000   ","410,684   ",69.0   ,"387,485   ",65.1   ,"23,199   ",5.6   
31,Nebraska,1990,04,"1,159,000   ","822,684   ",71.0   ,"803,565   ",69.3   ,"19,119   ",2.3   
32,Nevada,1990,04,"929,000   ","660,429   ",71.1   ,"631,615   ",68.0   ,"28,814   ",4.4   
33,New Hampshire,1990,04,"846,000   ","622,607   ",73.6   ,"591,965   ",70.0   ,"30,642   ",4.9   
34,New Jersey,1990,04,"6,031,000   ","4,055,180   ",67.2   ,"3,865,788   ",64.1   ,"189,392   ",4.7   
35,New Mexico,1990,04,"1,115,000   ","709,332   ",63.6   ,"663,588   ",59.5   ,"45,744   ",6.4   
36,New York,1990,04,"14,058,000   ","8,852,412   ",63.0   ,"8,407,481   ",59.8   ,"444,931   ",5.0   
51000,New York city,1990,04,"5,841,300   ","3,357,117   ",57.5   ,"3,138,033   ",53.7   ,"219,084   ",6.5   
37,North Carolina,1990,04,"5,072,000   ","3,473,317   ",68.5   ,"3,348,066   ",66.0   ,"125,251   ",3.6   
38,North Dakota,1990,04,"462,000   ","315,984   ",68.4   ,"303,220   ",65.6   ,"12,764   ",4.0   
39,Ohio,1990,04,"8,208,000   ","5,395,822   ",65.7   ,"5,091,687   ",62.0   ,"304,135   ",5.6   
40,Oklahoma,1990,04,"2,344,000   ","1,521,911   ",64.9   ,"1,443,804   ",61.6   ,"78,107   ",5.1   
41,Oregon,1990,04,"2,186,000   ","1,485,662   ",68.0   ,"1,409,757   ",64.5   ,"75,905   ",5.1   
42,Pennsylvania,1990,04,"9,187,000   ","5,816,695   ",63.3   ,"5,516,154   ",60.0   ,"300,541   ",5.2   
44,Rhode Island,1990,04,"773,000   ","523,381   ",67.7   ,"492,773   ",63.7   ,"30,608   ",5.8   
45,South Carolina,1990,04,"2,599,000   ","1,732,871   ",66.7   ,"1,652,086   ",63.6   ,"80,785   ",4.7   
46,South Dakota,1990,04,"500,000   ","347,884   ",69.6   ,"335,247   ",67.0   ,"12,637   ",3.6   
47,Tennessee,1990,04,"3,751,000   ","2,399,121   ",64.0   ,"2,277,676   ",60.7   ,"121,445   ",5.1   
48,Texas,1990,04,"12,573,000   ","8,580,702   ",68.2   ,"8,044,789   ",64.0   ,"535,913   ",6.2   
49,Utah,1990,04,"1,149,000   ","813,271   ",70.8   ,"777,735   ",67.7   ,"35,536   ",4.4   
50,Vermont,1990,04,"428,000   ","307,911   ",71.9   ,"294,566   ",68.8   ,"13,345   ",4.3   
51,Virginia,1990,04,"4,643,000   ","3,213,185   ",69.2   ,"3,086,094   ",66.5   ,"127,091   ",4.0   
53,Washington,1990,04,"3,664,000   ","2,521,116   ",68.8   ,"2,391,593   ",65.3   ,"129,523   ",5.1   
54,West Virginia,1990,04,"1,395,000   ","766,308   ",54.9   ,"705,128   ",50.5   ,"61,180   ",8.0   
55,Wisconsin,1990,04,"3,670,000   ","2,590,637   ",70.6   ,"2,485,281   ",67.7   ,"105,356   ",4.1   
56,Wyoming,1990,04,"329,000   ","237,408   ",72.2   ,"225,418   ",68.5   ,"11,990   ",5.1   
01,Alabama,1990,05,"3,066,010   ","1,909,814   ",62.3   ,"1,782,230   ",58.1   ,"127,584   ",6.7   
02,Alaska,1990,05,"370,957   ","269,625   ",72.7   ,"250,305   ",67.5   ,"19,320   ",7.2   
04,Arizona,1990,05,"2,770,919   ","1,786,096   ",64.5   ,"1,689,842   ",61.0   ,"96,254   ",5.4   
05,Arkansas,1990,05,"1,778,059   ","1,128,863   ",63.5   ,"1,053,507   ",59.3   ,"75,356   ",6.7   
06,California,1990,05,"22,568,458   ","15,174,935   ",67.2   ,"14,358,647   ",63.6   ,"816,288   ",5.4   
037,Los Angeles County,1990,05,"6,753,545   ","4,536,422   ",67.2   ,"4,284,031   ",63.4   ,"252,391   ",5.6   
08,Colorado,1990,05,"2,483,888   ","1,765,072   ",71.1   ,"1,674,520   ",67.4   ,"90,552   ",5.1   
09,Connecticut,1990,05,"2,574,315   ","1,818,180   ",70.6   ,"1,732,461   ",67.3   ,"85,719   ",4.7   
10,Delaware,1990,05,"511,380   ","358,669   ",70.1   ,"346,021   ",67.7   ,"12,648   ",3.5   
11,District of Columbia,1990,05,"486,828   ","336,594   ",69.1   ,"317,824   ",65.3   ,"18,770   ",5.6   
12,Florida,1990,05,"10,239,776   ","6,479,527   ",63.3   ,"6,091,103   ",59.5   ,"388,424   ",6.0   
13,Georgia,1990,05,"4,862,054   ","3,286,481   ",67.6   ,"3,116,133   ",64.1   ,"170,348   ",5.2   
15,Hawaii,1990,05,"807,656   ","548,491   ",67.9   ,"533,864   ",66.1   ,"14,627   ",2.7   
16,Idaho,1990,05,"726,001   ","493,280   ",67.9   ,"466,173   ",64.2   ,"27,107   ",5.5   
17,Illinois,1990,05,"8,683,245   ","5,916,293   ",68.1   ,"5,554,026   ",64.0   ,"362,267   ",6.1   
18,Indiana,1990,05,"4,174,837   ","2,803,954   ",67.2   ,"2,664,269   ",63.8   ,"139,685   ",5.0   
19,Iowa,1990,05,"2,086,641   ","1,447,358   ",69.4   ,"1,384,407   ",66.3   ,"62,951   ",4.3   
20,Kansas,1990,05,"1,822,059   ","1,269,686   ",69.7   ,"1,217,800   ",66.8   ,"51,886   ",4.1   
21,Kentucky,1990,05,"2,795,249   ","1,753,364   ",62.7   ,"1,652,737   ",59.1   ,"100,627   ",5.7   
22,Louisiana,1990,05,"3,069,106   ","1,857,810   ",60.5   ,"1,749,667   ",57.0   ,"108,143   ",5.8   
23,Maine,1990,05,"938,884   ","632,319   ",67.3   ,"602,475   ",64.2   ,"29,844   ",4.7   
24,Maryland,1990,05,"3,686,123   ","2,571,006   ",69.7   ,"2,470,966   ",67.0   ,"100,040   ",3.9   
25,Massachusetts,1990,05,"4,716,950   ","3,242,226   ",68.7   ,"3,049,087   ",64.6   ,"193,139   ",6.0   
26,Michigan,1990,05,"7,005,499   ","4,619,803   ",65.9   ,"4,278,991   ",61.1   ,"340,812   ",7.4   
27,Minnesota,1990,05,"3,266,425   ","2,390,069   ",73.2   ,"2,281,018   ",69.8   ,"109,051   ",4.6   
28,Mississippi,1990,05,"1,891,509   ","1,175,679   ",62.2   ,"1,090,503   ",57.7   ,"85,176   ",7.2   
29,Missouri,1990,05,"3,857,908   ","2,596,069   ",67.3   ,"2,453,212   ",63.6   ,"142,857   ",5.5   
30,Montana,1990,05,"594,831   ","402,017   ",67.6   ,"378,614   ",63.7   ,"23,403   ",5.8   
31,Nebraska,1990,05,"1,161,219   ","823,736   ",70.9   ,"804,753   ",69.3   ,"18,983   ",2.3   
32,Nevada,1990,05,"933,628   ","663,374   ",71.1   ,"634,029   ",67.9   ,"29,345   ",4.4   
33,New Hampshire,1990,05,"847,479   ","623,133   ",73.5   ,"591,654   ",69.8   ,"31,479   ",5.1   
34,New Jersey,1990,05,"6,042,891   ","4,059,832   ",67.2   ,"3,867,490   ",64.0   ,"192,342   ",4.7   
35,New Mexico,1990,05,"1,116,061   ","710,315   ",63.6   ,"664,653   ",59.6   ,"45,662   ",6.4   
36,New York,1990,05,"14,080,404   ","8,859,219   ",62.9   ,"8,414,252   ",59.8   ,"444,967   ",5.0   
51000,New York city,1990,05,"5,853,250   ","3,357,655   ",57.4   ,"3,139,567   ",53.6   ,"218,088   ",6.5   
37,North Carolina,1990,05,"5,087,435   ","3,477,502   ",68.4   ,"3,348,377   ",65.8   ,"129,125   ",3.7   
38,North Dakota,1990,05,"463,360   ","316,285   ",68.3   ,"303,488   ",65.5   ,"12,797   ",4.0   
39,Ohio,1990,05,"8,221,647   ","5,396,533   ",65.6   ,"5,095,058   ",62.0   ,"301,475   ",5.6   
40,Oklahoma,1990,05,"2,344,944   ","1,519,141   ",64.8   ,"1,443,799   ",61.6   ,"75,342   ",5.0   
41,Oregon,1990,05,"2,187,352   ","1,490,277   ",68.1   ,"1,412,564   ",64.6   ,"77,713   ",5.2   
42,Pennsylvania,1990,05,"9,201,050   ","5,810,056   ",63.1   ,"5,507,873   ",59.9   ,"302,183   ",5.2   
44,Rhode Island,1990,05,"776,441   ","523,821   ",67.5   ,"492,268   ",63.4   ,"31,553   ",6.0   
45,South Carolina,1990,05,"2,604,890   ","1,736,485   ",66.7   ,"1,654,706   ",63.5   ,"81,779   ",4.7   
46,South Dakota,1990,05,"500,444   ","348,345   ",69.6   ,"335,726   ",67.1   ,"12,619   ",3.6   
47,Tennessee,1990,05,"3,758,975   ","2,401,363   ",63.9   ,"2,278,317   ",60.6   ,"123,046   ",5.1   
48,Texas,1990,05,"12,579,007   ","8,591,857   ",68.3   ,"8,054,096   ",64.0   ,"537,761   ",6.3   
49,Utah,1990,05,"1,154,242   ","815,519   ",70.7   ,"780,144   ",67.6   ,"35,375   ",4.3   
50,Vermont,1990,05,"429,122   ","307,794   ",71.7   ,"294,090   ",68.5   ,"13,704   ",4.5   
51,Virginia,1990,05,"4,647,638   ","3,220,693   ",69.3   ,"3,090,050   ",66.5   ,"130,643   ",4.1   
53,Washington,1990,05,"3,666,216   ","2,523,694   ",68.8   ,"2,395,523   ",65.3   ,"128,171   ",5.1   
54,West Virginia,1990,05,"1,396,382   ","766,916   ",54.9   ,"704,956   ",50.5   ,"61,960   ",8.1   
55,Wisconsin,1990,05,"3,672,277   ","2,590,772   ",70.5   ,"2,484,967   ",67.7   ,"105,805   ",4.1   
56,Wyoming,1990,05,"329,107   ","237,222   ",72.1   ,"225,386   ",68.5   ,"11,836   ",5.0   
01,Alabama,1990,06,"3,073,813   ","1,908,682   ",62.1   ,"1,780,728   ",57.9   ,"127,954   ",6.7   
02,Alaska,1990,06,"369,948   ","270,080   ",73.0   ,"250,708   ",67.8   ,"19,372   ",7.2   
04,Arizona,1990,06,"2,770,703   ","1,790,436   ",64.6   ,"1,694,771   ",61.2   ,"95,665   ",5.3   
05,Arkansas,1990,06,"1,781,471   ","1,128,936   ",63.4   ,"1,053,069   ",59.1   ,"75,867   ",6.7   
06,California,1990,06,"22,574,549   ","15,171,675   ",67.2   ,"14,334,908   ",63.5   ,"836,767   ",5.5   
037,Los Angeles County,1990,06,"6,743,054   ","4,526,266   ",67.1   ,"4,271,673   ",63.3   ,"254,593   ",5.6   
08,Colorado,1990,06,"2,481,865   ","1,769,754   ",71.3   ,"1,678,476   ",67.6   ,"91,278   ",5.2   
09,Connecticut,1990,06,"2,575,778   ","1,819,982   ",70.7   ,"1,732,236   ",67.3   ,"87,746   ",4.8   
10,Delaware,1990,06,"511,456   ","358,191   ",70.0   ,"345,326   ",67.5   ,"12,865   ",3.6   
11,District of Columbia,1990,06,"488,194   ","334,184   ",68.5   ,"314,970   ",64.5   ,"19,214   ",5.7   
12,Florida,1990,06,"10,236,131   ","6,488,482   ",63.4   ,"6,093,728   ",59.5   ,"394,754   ",6.1   
13,Georgia,1990,06,"4,868,065   ","3,291,179   ",67.6   ,"3,118,023   ",64.1   ,"173,156   ",5.3   
15,Hawaii,1990,06,"809,787   ","549,857   ",67.9   ,"535,357   ",66.1   ,"14,500   ",2.6   
16,Idaho,1990,06,"726,001   ","492,540   ",67.8   ,"465,183   ",64.1   ,"27,357   ",5.6   
17,Illinois,1990,06,"8,695,493   ","5,914,656   ",68.0   ,"5,547,357   ",63.8   ,"367,299   ",6.2   
18,Indiana,1990,06,"4,186,404   ","2,799,101   ",66.9   ,"2,660,324   ",63.5   ,"138,777   ",5.0   
19,Iowa,1990,06,"2,088,969   ","1,449,812   ",69.4   ,"1,386,567   ",66.4   ,"63,245   ",4.4   
20,Kansas,1990,06,"1,824,071   ","1,271,856   ",69.7   ,"1,219,086   ",66.8   ,"52,770   ",4.1   
21,Kentucky,1990,06,"2,800,299   ","1,752,757   ",62.6   ,"1,651,196   ",59.0   ,"101,561   ",5.8   
22,Louisiana,1990,06,"3,077,128   ","1,860,476   ",60.5   ,"1,750,196   ",56.9   ,"110,280   ",5.9   
23,Maine,1990,06,"939,861   ","632,795   ",67.3   ,"601,737   ",64.0   ,"31,058   ",4.9   
24,Maryland,1990,06,"3,686,948   ","2,574,397   ",69.8   ,"2,469,588   ",67.0   ,"104,809   ",4.1   
25,Massachusetts,1990,06,"4,719,940   ","3,242,971   ",68.7   ,"3,043,566   ",64.5   ,"199,405   ",6.1   
26,Michigan,1990,06,"7,012,199   ","4,618,903   ",65.9   ,"4,277,488   ",61.0   ,"341,415   ",7.4   
27,Minnesota,1990,06,"3,269,110   ","2,393,729   ",73.2   ,"2,283,668   ",69.9   ,"110,061   ",4.6   
28,Mississippi,1990,06,"1,897,611   ","1,174,685   ",61.9   ,"1,089,409   ",57.4   ,"85,276   ",7.3   
29,Missouri,1990,06,"3,862,489   ","2,598,867   ",67.3   ,"2,453,654   ",63.5   ,"145,213   ",5.6   
30,Montana,1990,06,"594,798   ","399,533   ",67.2   ,"375,833   ",63.2   ,"23,700   ",5.9   
31,Nebraska,1990,06,"1,162,463   ","824,469   ",70.9   ,"805,408   ",69.3   ,"19,061   ",2.3   
32,Nevada,1990,06,"934,554   ","666,226   ",71.3   ,"636,174   ",68.1   ,"30,052   ",4.5   
33,New Hampshire,1990,06,"849,574   ","623,426   ",73.4   ,"591,203   ",69.6   ,"32,223   ",5.2   
34,New Jersey,1990,06,"6,051,069   ","4,063,197   ",67.1   ,"3,866,948   ",63.9   ,"196,249   ",4.8   
35,New Mexico,1990,06,"1,116,273   ","711,050   ",63.7   ,"665,233   ",59.6   ,"45,817   ",6.4   
36,New York,1990,06,"14,090,485   ","8,864,926   ",62.9   ,"8,416,361   ",59.7   ,"448,565   ",5.1   
51000,New York city,1990,06,"5,857,080   ","3,360,419   ",57.4   ,"3,141,157   ",53.6   ,"219,262   ",6.5   
37,North Carolina,1990,06,"5,093,923   ","3,478,858   ",68.3   ,"3,344,745   ",65.7   ,"134,113   ",3.9   
38,North Dakota,1990,06,"464,432   ","316,532   ",68.2   ,"303,615   ",65.4   ,"12,917   ",4.1   
39,Ohio,1990,06,"8,235,576   ","5,398,285   ",65.5   ,"5,097,028   ",61.9   ,"301,257   ",5.6   
40,Oklahoma,1990,06,"2,345,133   ","1,519,418   ",64.8   ,"1,442,864   ",61.5   ,"76,554   ",5.0   
41,Oregon,1990,06,"2,188,623   ","1,495,168   ",68.3   ,"1,415,296   ",64.7   ,"79,872   ",5.3   
42,Pennsylvania,1990,06,"9,208,660   ","5,804,038   ",63.0   ,"5,497,872   ",59.7   ,"306,166   ",5.3   
44,Rhode Island,1990,06,"776,930   ","524,109   ",67.5   ,"491,664   ",63.3   ,"32,445   ",6.2   
45,South Carolina,1990,06,"2,610,868   ","1,739,701   ",66.6   ,"1,656,596   ",63.5   ,"83,105   ",4.8   
46,South Dakota,1990,06,"500,533   ","348,794   ",69.7   ,"336,134   ",67.2   ,"12,660   ",3.6   
47,Tennessee,1990,06,"3,764,570   ","2,401,543   ",63.8   ,"2,276,773   ",60.5   ,"124,770   ",5.2   
48,Texas,1990,06,"12,583,608   ","8,601,024   ",68.4   ,"8,060,932   ",64.1   ,"540,092   ",6.3   
49,Utah,1990,06,"1,157,691   ","817,611   ",70.6   ,"782,367   ",67.6   ,"35,244   ",4.3   
50,Vermont,1990,06,"430,146   ","307,452   ",71.5   ,"293,407   ",68.2   ,"14,045   ",4.6   
51,Virginia,1990,06,"4,652,766   ","3,228,407   ",69.4   ,"3,092,875   ",66.5   ,"135,532   ",4.2   
53,Washington,1990,06,"3,666,459   ","2,524,990   ",68.9   ,"2,398,257   ",65.4   ,"126,733   ",5.0   
54,West Virginia,1990,06,"1,399,259   ","767,816   ",54.9   ,"704,517   ",50.3   ,"63,299   ",8.2   
55,Wisconsin,1990,06,"3,672,733   ","2,591,898   ",70.6   ,"2,484,575   ",67.6   ,"107,323   ",4.1   
56,Wyoming,1990,06,"329,129   ","237,054   ",72.0   ,"225,265   ",68.4   ,"11,789   ",5.0   
01,Alabama,1990,07,"3,080,615   ","1,908,004   ",61.9   ,"1,779,120   ",57.8   ,"128,884   ",6.8   
02,Alaska,1990,07,"368,940   ","270,657   ",73.4   ,"251,160   ",68.1   ,"19,497   ",7.2   
04,Arizona,1990,07,"2,770,487   ","1,793,879   ",64.7   ,"1,699,054   ",61.3   ,"94,825   ",5.3   
05,Arkansas,1990,07,"1,783,882   ","1,129,432   ",63.3   ,"1,052,819   ",59.0   ,"76,613   ",6.8   
06,California,1990,07,"22,577,641   ","15,165,403   ",67.2   ,"14,302,549   ",63.3   ,"862,854   ",5.7   
037,Los Angeles County,1990,07,"6,731,963   ","4,512,464   ",67.0   ,"4,253,062   ",63.2   ,"259,402   ",5.7   
08,Colorado,1990,07,"2,479,843   ","1,774,428   ",71.6   ,"1,682,747   ",67.9   ,"91,681   ",5.2   
09,Connecticut,1990,07,"2,577,242   ","1,821,020   ",70.7   ,"1,731,003   ",67.2   ,"90,017   ",4.9   
10,Delaware,1990,07,"512,532   ","357,709   ",69.8   ,"344,418   ",67.2   ,"13,291   ",3.7   
11,District of Columbia,1990,07,"489,559   ","332,092   ",67.8   ,"312,364   ",63.8   ,"19,728   ",5.9   
12,Florida,1990,07,"10,232,487   ","6,497,192   ",63.5   ,"6,094,509   ",59.6   ,"402,683   ",6.2   
13,Georgia,1990,07,"4,875,076   ","3,295,706   ",67.6   ,"3,119,394   ",64.0   ,"176,312   ",5.3   
15,Hawaii,1990,07,"811,918   ","551,195   ",67.9   ,"536,806   ",66.1   ,"14,389   ",2.6   
16,Idaho,1990,07,"727,001   ","492,139   ",67.7   ,"464,592   ",63.9   ,"27,547   ",5.6   
17,Illinois,1990,07,"8,707,742   ","5,916,503   ",67.9   ,"5,543,253   ",63.7   ,"373,250   ",6.3   
18,Indiana,1990,07,"4,197,972   ","2,797,792   ",66.6   ,"2,659,425   ",63.4   ,"138,367   ",4.9   
19,Iowa,1990,07,"2,090,297   ","1,452,717   ",69.5   ,"1,388,974   ",66.4   ,"63,743   ",4.4   
20,Kansas,1990,07,"1,825,083   ","1,273,842   ",69.8   ,"1,220,016   ",66.8   ,"53,826   ",4.2   
21,Kentucky,1990,07,"2,805,348   ","1,752,642   ",62.5   ,"1,649,421   ",58.8   ,"103,221   ",5.9   
22,Louisiana,1990,07,"3,085,149   ","1,864,122   ",60.4   ,"1,750,597   ",56.7   ,"113,525   ",6.1   
23,Maine,1990,07,"941,838   ","632,853   ",67.2   ,"600,196   ",63.7   ,"32,657   ",5.2   
24,Maryland,1990,07,"3,688,773   ","2,577,752   ",69.9   ,"2,467,184   ",66.9   ,"110,568   ",4.3   
25,Massachusetts,1990,07,"4,722,930   ","3,242,506   ",68.7   ,"3,036,188   ",64.3   ,"206,318   ",6.4   
26,Michigan,1990,07,"7,017,898   ","4,617,093   ",65.8   ,"4,272,813   ",60.9   ,"344,280   ",7.5   
27,Minnesota,1990,07,"3,271,795   ","2,398,333   ",73.3   ,"2,286,713   ",69.9   ,"111,620   ",4.7   
28,Mississippi,1990,07,"1,903,713   ","1,174,601   ",61.7   ,"1,088,314   ",57.2   ,"86,287   ",7.3   
29,Missouri,1990,07,"3,866,071   ","2,603,009   ",67.3   ,"2,453,326   ",63.5   ,"149,683   ",5.8   
30,Montana,1990,07,"594,764   ","398,906   ",67.1   ,"374,814   ",63.0   ,"24,092   ",6.0   
31,Nebraska,1990,07,"1,163,706   ","824,987   ",70.9   ,"805,785   ",69.2   ,"19,202   ",2.3   
32,Nevada,1990,07,"934,479   ","669,162   ",71.6   ,"638,230   ",68.3   ,"30,932   ",4.6   
33,New Hampshire,1990,07,"850,670   ","623,645   ",73.3   ,"590,673   ",69.4   ,"32,972   ",5.3   
34,New Jersey,1990,07,"6,057,248   ","4,066,289   ",67.1   ,"3,864,571   ",63.8   ,"201,718   ",5.0   
35,New Mexico,1990,07,"1,116,486   ","711,771   ",63.8   ,"665,442   ",59.6   ,"46,329   ",6.5   
36,New York,1990,07,"14,100,566   ","8,854,042   ",62.8   ,"8,398,147   ",59.6   ,"455,895   ",5.1   
51000,New York city,1990,07,"5,860,410   ","3,348,852   ",57.1   ,"3,126,176   ",53.3   ,"222,676   ",6.6   
37,North Carolina,1990,07,"5,099,410   ","3,479,830   ",68.2   ,"3,339,627   ",65.5   ,"140,203   ",4.0   
38,North Dakota,1990,07,"465,504   ","316,709   ",68.0   ,"303,636   ",65.2   ,"13,073   ",4.1   
39,Ohio,1990,07,"8,248,506   ","5,401,920   ",65.5   ,"5,098,550   ",61.8   ,"303,370   ",5.6   
40,Oklahoma,1990,07,"2,344,322   ","1,519,352   ",64.8   ,"1,440,974   ",61.5   ,"78,378   ",5.2   
41,Oregon,1990,07,"2,188,893   ","1,500,356   ",68.5   ,"1,418,341   ",64.8   ,"82,015   ",5.5   
42,Pennsylvania,1990,07,"9,216,270   ","5,800,458   ",62.9   ,"5,487,972   ",59.5   ,"312,486   ",5.4   
44,Rhode Island,1990,07,"778,418   ","524,148   ",67.3   ,"490,936   ",63.1   ,"33,212   ",6.3   
45,South Carolina,1990,07,"2,615,846   ","1,742,206   ",66.6   ,"1,657,655   ",63.4   ,"84,551   ",4.9   
46,South Dakota,1990,07,"500,622   ","349,181   ",69.7   ,"336,472   ",67.2   ,"12,709   ",3.6   
47,Tennessee,1990,07,"3,770,166   ","2,400,673   ",63.7   ,"2,274,113   ",60.3   ,"126,560   ",5.3   
48,Texas,1990,07,"12,586,209   ","8,611,478   ",68.4   ,"8,067,965   ",64.1   ,"543,513   ",6.3   
49,Utah,1990,07,"1,161,139   ","819,709   ",70.6   ,"784,525   ",67.6   ,"35,184   ",4.3   
50,Vermont,1990,07,"430,171   ","307,048   ",71.4   ,"292,610   ",68.0   ,"14,438   ",4.7   
51,Virginia,1990,07,"4,657,894   ","3,236,563   ",69.5   ,"3,095,088   ",66.4   ,"141,475   ",4.4   
53,Washington,1990,07,"3,666,702   ","2,525,341   ",68.9   ,"2,399,909   ",65.5   ,"125,432   ",5.0   
54,West Virginia,1990,07,"1,401,135   ","768,944   ",54.9   ,"703,736   ",50.2   ,"65,208   ",8.5   
55,Wisconsin,1990,07,"3,673,188   ","2,594,571   ",70.6   ,"2,484,695   ",67.6   ,"109,876   ",4.2   
56,Wyoming,1990,07,"329,150   ","236,920   ",72.0   ,"225,119   ",68.4   ,"11,801   ",5.0   
01,Alabama,1990,08,"3,083,417   ","1,908,217   ",61.9   ,"1,777,844   ",57.7   ,"130,373   ",6.8   
02,Alaska,1990,08,"370,931   ","271,404   ",73.2   ,"251,753   ",67.9   ,"19,651   ",7.2   
04,Arizona,1990,08,"2,777,270   ","1,796,824   ",64.7   ,"1,702,721   ",61.3   ,"94,103   ",5.2   
05,Arkansas,1990,08,"1,785,294   ","1,130,231   ",63.3   ,"1,052,617   ",59.0   ,"77,614   ",6.9   
06,California,1990,08,"22,594,732   ","15,158,685   ",67.1   ,"14,264,802   ",63.1   ,"893,883   ",5.9   
037,Los Angeles County,1990,08,"6,731,372   ","4,496,827   ",66.8   ,"4,230,179   ",62.8   ,"266,648   ",5.9   
08,Colorado,1990,08,"2,485,820   ","1,779,014   ",71.6   ,"1,687,432   ",67.9   ,"91,582   ",5.1   
09,Connecticut,1990,08,"2,576,705   ","1,821,616   ",70.7   ,"1,729,053   ",67.1   ,"92,563   ",5.1   
10,Delaware,1990,08,"513,609   ","357,185   ",69.5   ,"343,342   ",66.8   ,"13,843   ",3.9   
11,District of Columbia,1990,08,"488,925   ","330,392   ",67.6   ,"310,084   ",63.4   ,"20,308   ",6.1   
12,Florida,1990,08,"10,254,842   ","6,506,195   ",63.4   ,"6,094,027   ",59.4   ,"412,168   ",6.3   
13,Georgia,1990,08,"4,883,087   ","3,300,026   ",67.6   ,"3,120,389   ",63.9   ,"179,637   ",5.4   
15,Hawaii,1990,08,"813,049   ","552,708   ",68.0   ,"538,446   ",66.2   ,"14,262   ",2.6   
